SMILES,Molecule Name,LogS
COc1ccc(-c2cc(C(=O)N3CCC(OC4CCN(C5CC5)CC4)CC3)n[nH]2)c(OC)c1,E-0014357,-3.571865205971211
COc1cncc(OC2CCN(C(=O)c3cc(-c4ccc(OC)cc4OC)[nH]n3)CC2)c1,E-0014358,-4.218963061378868
COc1ccc(-c2cc(C(=O)N3CCC(Oc4cnc(C)nc4)CC3)n[nH]2)c(OC)c1,E-0014359,-4.396855627379818
COc1ccc2c(c1)[nH]c1c(C(N)=O)ccnc12,E-0014360,-4.311580177997289
COc1ccc2c(c1)[nH]c1c(C(=O)NCCCN3CCCCC3)ccnc12,E-0014361,-4.088842391260023
O=c1c2[nH]c3cc(F)ccc3c2ccn1CCCN1CC2(CCO2)C1,E-0014362,-4.125518182300533
CN1CCC[C@@H](Cn2nc3c(cc2=O)c2ccc(Cl)cc2n3C)C1,E-0014363,-4.1438755557577
CN1CCC[C@@H](COc2cc3c4ccc(Cl)cc4n(C)c3nn2)C1,E-0014364,-4.09799710864927
Cn1c2cc(Cl)ncc2c2ccn(CCCN3CCCCC3)c(=O)c21,E-0014365,-4.119186407719209
CN1CCC[C@@H](Cn2ccc3c([nH]c4cc(C(F)(F)F)ncc43)c2=O)C1,E-0014366,-4.001740661576301
CN1CCC[C@@H](Cn2ccc3c([nH]c4cc(Cl)ncc43)c2=O)C1,E-0014367,-4.111259039317107
COc1cc2[nH]c3c(=O)n(C[C@@H]4CCCN(C)C4)ccc3c2cn1,E-0014368,-4.087246696328677
CN1CCC(C(F)(F)c2ccc(Nc3cccc(-c4cccnc4)n3)cc2)CC1,E-0014369,-4.357535479757878
COc1cncc(-c2nn(C)c3ccc(OCCCN4CCCC4)cc23)n1,E-0014370,-3.583359492661719
c1cc(OC2CNC2)cc(-c2ccc3ccncc3c2)c1,E-0014371,-3.616184634019569
COc1cncc(-c2cn(C)c3cnc(OCCCN4CCCC4)cc23)c1,E-0014372,-3.5917600346881504
CN(c1nccc(-c2cccc(F)c2)n1)c1ccnn1CC1CCNCC1,E-0014373,-3.612610173661271
CC(=O)N[C@H](C)COc1cccc(-c2ccc3c(c2)NC(=O)CC3)c1,E-0014374,-3.603800652904264
CC(=O)N[C@H](C)COc1ccc(-c2ccc3cnccc3c2)cc1,E-0014375,-4.083019952679618
CNCCOc1ccc(-c2ccc3cncnc3c2)cc1,E-0014376,-3.576754126063192
CNCCc1ccc(Nc2cccc(-c3cccc(F)c3)n2)cc1,E-0014377,-3.642065152999546
CNCCc1ccc(Nc2cccc(-c3cccnc3)n2)cc1,E-0014378,-3.573488738635425
CC(C)NCCOc1ccc(-c2ccc3ccncc3c2)cc1,E-0014379,-3.571865205971211
NC(=O)Cn1cc(Nc2cccc(-c3cccnc3)n2)cn1,E-0014380,-3.571865205971211
NC(=O)Cn1cccc(Nc2cccc(-c3cccnc3)n2)c1=O,E-0014381,-4.860120913598763
CC(C)C(=O)Nc1cccc(Nc2cccc(-c3cccnc3)n2)n1,E-0014382,-5.0030507515046185
O=C(Nc1cccc(Nc2cccc(-c3cccnc3)n2)n1)C1CCC1,E-0014383,-5.576754126063192
CN1CCN(C(=O)Nc2cccc(Nc3cccc(-c4cccnc4)n3)n2)CC1,E-0014384,-3.595166283380062
O=C(Nc1cccc(Nc2cccc(-c3cccnc3)n2)n1)N1CCOCC1,E-0014385,-5.192464971931146
O=C(Nc1cccc(Nc2cccc(-c3cccnc3)n2)n1)C1COC1,E-0014386,-5.1249387366083
O=C(c1n[nH]cc1-c1ccccc1)N1CCN(C(c2cncc(Cl)c2)C(F)(F)F)CC1,E-0014387,-3.627087997029893
Cc1cnc2c(-c3cc(C(=O)N4CCC(Oc5ccc(Cl)cc5)CC4)[nH]n3)cnn2c1,E-0014388,-5.919734372660155
O=C(c1n[nH]cc1-c1ccc2scnc2c1)N1CCC(OC2CCN(C3CC3)CC2)CC1,E-0014392,-3.6090648928966207
O=C(c1n[nH]cc1C#Cc1cncs1)N1CCC(OC2CCN(C3CC3)CC2)CC1,E-0014393,-3.5850266520291822
O=C(c1n[nH]cc1-c1ccc(F)cc1)N1CCC(OC2CCN(C3CC3)CC2)CC1,E-0014394,-3.518557371497695
CC(C)N1CCC(OC2CCN(C(=O)c3n[nH]cc3-c3ccc4ncsc4c3)CC2)CC1,E-0014395,-3.5257837359237447
O=C(c1n[nH]cc1-c1ccc2ncsc2c1)N1CCC(OC2CCN(C3COC3)CC2)CC1,E-0014396,-3.571865205971211
O=C(c1n[nH]cc1C(F)(F)F)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0014397,-5.094743951251549
Cc1[nH]nc(C(=O)N2CCC(OC3CCN(C4CC4)CC3)CC2)c1C(F)(F)F,E-0014398,-3.540607512240769
CCOC1CCN(C(=O)c2cc(-c3ccc(OC)cc3OC)[nH]n2)CC1,E-0014399,-3.598599459218456
N#Cc1ccc(OC2CCN(C(=O)c3n[nH]cc3-c3ccc4scnc4c3)CC2)cc1,E-0014400,-4.029653123769907
COc1ccccc1-c1cc(C(=O)N2CCC(OC3CCN(C4CC4)CC3)CC2)[nH]n1,E-0014401,-3.576754126063192
O=C(c1n[nH]c2cccnc12)N1CCN(Cc2ccc(Cl)c(F)c2)CC1,E-0014403,-4.314258261397736
O=C(c1n[nH]cc1-c1ccc2nccn2n1)N1CCC(OC2CCN(C3CC3)CC2)CC1,E-0014404,-3.542118103266008
NC(=O)Nc1nc(OCCN2CCCCC2)cnc1-c1ccccn1,E-0014405,-4.073657553374345
COCC1CN(Cc2ccc(N3C[C@@H](C)N(C(=O)c4cn(C)c5ncccc45)[C@@H](C)C3)cc2)C1,E-0014406,-4.087246696328677
Cc1cc2[nH]c3c(=O)n(CCCN4CCCCC4)ccc3c2s1,E-0014407,-4.08196966321512
COc1ccc2c3cc(=O)n(C[C@@H]4CCCN(C)C4)nc3n(C)c2c1,E-0014408,-4.03810452633215
COc1ccc2c3cc(OC[C@@H]4CCCN(C)C4)nnc3n(C)c2c1,E-0014409,-4.123782159408358
Cn1c2cc(F)ncc2c2ccn(CCCN3CCCCC3)c(=O)c21,E-0014410,-4.041914151478915
Cn1cc(Cn2ccc3c([nH]c4cc(Cl)ccc43)c2=O)ccc1=O,E-0014411,-5.289036881004725
Cn1c2ccc(OCCn3cnccc3=O)cc2c2ccn(CCCN3CCCCC3)c(=O)c21,E-0014412,-4.051587034221399
Cn1c2ccc(OCCOc3ccncn3)cc2c2ccn(CCCN3CCCCC3)c(=O)c21,E-0014413,-4.094743951251549
Cn1c2ccc(OCCn3cc(C#N)cn3)cc2c2ccn(CCCN3CCCCC3)c(=O)c21,E-0014414,-4.18309616062434
CN(c1cnn(CC(N)=O)c1)c1cccc(-c2cccc(S(C)(=O)=O)c2)n1,E-0014415,-4.663540266151471
Cn1cc(-c2cncc(OCC(F)F)c2)c2cc(OCCCN3CCCC3)ccc21,E-0014416,-3.5466816599529625
Cn1cc(CC#N)c2cc(OCCCN3CCCC3)ccc21,E-0014417,-3.5361070110140926
COc1cncc(-n2cnc3ccc(OCCCN4CCCC4)cc32)c1,E-0014419,-3.563837352959244
CN1CCC(Cn2cc(N(C)c3nccc(-c4cccnc4)n3)cn2)CC1,E-0014420,-3.563837352959244
Nc1cc(OCCN2CCC(F)(F)CC2)ccc1-c1ccc2ccncc2c1,E-0014422,-4.102372908709558
Cn1cc(-c2cncnc2)c2cc(OC3CNC3)ccc21,E-0014423,-3.54515513999149
NC(=O)Cc1cccc(Nc2cccc(-c3cnccn3)n2)n1,E-0014424,-4.313363730737707
O=C(Cn1cccc(Nc2cccc(-c3cccnc3)n2)c1=O)N1CCC1,E-0014425,-4.543633966870957
O=C1NCc2ccc(Nc3cccc(-c4cccnc4)n3)cc21,E-0014426,-5.051587034221399
CN1CC(C(=O)Nc2cccc(Nc3cccc(-c4cccnc4)n3)n2)C1,E-0014427,-3.6020599913279625
O=C(Cc1cccc(Nc2cccc(-c3cccnc3)n2)n1)NC1CC(F)(F)C1,E-0014428,-4.7121982700697735
O=C(Cc1cccc(Nc2cccc(-c3cccnc3)n2)n1)NC1COC1,E-0014429,-3.98296666070122
CN1CC(NC(=O)Cc2cccc(Nc3cccc(-c4cccnc4)n3)n2)C1,E-0014430,-3.527243550682788
O=C(Cc1cccc(Nc2cccc(-c3cccnc3)n2)n1)NC1CCOCC1,E-0014431,-3.910094888560602
CN1CCC(NC(=O)Cc2cccc(Nc3cccc(-c4cccnc4)n3)n2)CC1,E-0014432,-3.5331323796458904
CN1CCC(Cn2nccc2N(C)c2cccc(-c3cccc(F)c3)n2)CC1,E-0014433,-3.549750891680639
CN1CCC(Cn2nccc2Nc2cccc(-c3cccc(F)c3)n2)CC1,E-0014434,-3.5590909179347823
Cc1cn2nc(-c3c[nH]nc3C(=O)N3CCC(Oc4cncc(Cl)c4)CC3)cc2c(C)n1,E-0014435,-4.568636235841013
Cc1cn2nc(-c3c[nH]nc3C(=O)N3CCC(Oc4ccc(Cl)cc4)CC3)cc2c(C)n1,E-0014436,-5.452225294612178
O=C(c1n[nH]cc1-c1cnc2nccn2c1)N1CCC(Oc2cncc(Cl)c2)CC1,E-0014437,-3.54515513999149
O=C(c1n[nH]c2cccnc12)N1CCN(C(c2cncc(Cl)c2)C(F)(F)F)CC1,E-0014438,-3.583359492661719
O=C(c1c(C2CC2)[nH]c2cccnc12)N1CCC(Oc2cncc(Cl)c2)CC1,E-0014439,-3.549750891680639
FC(F)(F)C(c1n[nH]c2cccnc12)N1CCC(Oc2cncc(Cl)c2)CC1,E-0014440,-4.688246138944246
O=C(c1n[nH]cc1-c1ccc2ocnc2c1)N1CCC2(CC1)CCN2c1ccc(Cl)cc1,E-0014441,-3.638272163982407
Cc1ccc(CNc2cc(=O)[nH]c(-c3ccccc3)n2)cc1,E-0014442,-5.089909454405932
Cc1ccc(CNc2cc(-c3ccccc3)[nH]c(=O)c2)cc1,E-0014443,-5.1938200260161125
Clc1cncc(CN2CCC(Nc3n[nH]cc3-c3ccc4ncsc4c3)CC2)c1,E-0014444,-3.552841968657781
CCc1ccc(OC2CCN(C(=O)c3cc(-c4ccc(OC)cc4OC)[nH]n3)CC2)cn1,E-0014446,-4.935542010773082
CCOC1CCN(C(=O)c2n[nH]cc2-c2ccc3ncsc3c2)CC1,E-0014447,-3.521433504406157
CC(C)(O)COC1CCN(C(=O)c2n[nH]cc2-c2ccc3ncsc3c2)CC1,E-0014448,-3.517126416391246
COc1ccc(-c2cc(C(=O)N3CCC(OCC(C)(C)O)CC3)n[nH]2)c(OC)c1,E-0014449,-3.530177984021837
O=C(c1n[nH]cc1-c1ccc2ocnc2c1)N1CCC(OC2CCN(C3CC3)CC2)CC1,E-0014450,-3.500312917381596
Cn1cnc2ccc(-c3c[nH]nc3C(=O)N3CCC(Oc4ccc(C#N)cc4)CC3)cc21,E-0014451,-3.519993057042849
COc1cc(F)ccc1-c1cc(C(=O)N2CCC(OC3CCN(C4CC4)CC3)CC2)[nH]n1,E-0014452,-3.530177984021837
COc1cc(F)ccc1-c1cc(C(=O)N2CCC(Oc3cncc(Cl)c3)CC2)[nH]n1,E-0014454,-5.598599459218456
N#Cc1ccc(OC2CCN(C(=O)c3n[nH]c4cccnc34)CC2)cc1,E-0014455,-4.978397283971757
O=C(c1n[nH]c2cccnc12)N1CCC(OC2CCN(C3CC3)CC2)CC1,E-0014456,-3.5654310959658013
O=C(c1n[nH]c2cccnc12)N1CCC(Oc2cncc(Br)c2)CC1,E-0014457,-3.540607512240769
COc1cc2c(cn1)c1ccn(CCCN3CCCCC3)c(=O)c1n2C,E-0014458,-4.051587034221399
CN1CCC[C@@H](Cn2ccc3c([nH]c4cc(Cl)ccc43)c2=O)C1=O,E-0014459,-4.537602002101044
CN1CCC[C@H](Cn2ccc3c([nH]c4cc(Cl)ccc43)c2=O)C1=O,E-0014460,-4.406713932979542
Cn1c2cc(F)ccc2c2ccn(CCNC[C@@H]3CCC(=O)N3)c(=O)c21,E-0014461,-4.208309350979882
CCOc1cnc2c(c1)[nH]c1c(=O)n(CCCN3CCCCC3)ccc12,E-0014462,-4.100179497572904
O=C1Cc2ccc(-n3cc(OCC4CNC4)cn3)cc2N1,E-0014482,-3.5816987086802543
C[C@H](c1ccc(Nc2cccc(-c3cccnc3)n2)cc1)C1CCN(C)CC1,E-0014483,-3.5686362358410126
C[C@@H](c1ccc(Nc2cccc(-c3cccnc3)n2)cc1)C1CCN(C)CC1,E-0014484,-3.54515513999149
COc1cncc(-c2nn(CCCN3CCCC3)c3ccc(O)cc23)c1,E-0014485,-3.580044251510242
CN(C)C(=O)c1cn(C)c2ccc(OCCCN3CCCC3)cc12,E-0014486,-3.571865205971211
CN1CCC(Cn2cc(Nc3cc(-c4cccnc4)ccn3)cn2)CC1,E-0014487,-3.555955204081924
Cn1cc(-c2ccc(Cl)nc2)c2cc(OC3CNC3)ccc21,E-0014488,-3.598599459218456
Cc1c(N)c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,E-0014489,-3.5654310959658013
c1cncc(-c2cccc(Nc3cccc(-c4cn[nH]c4)n3)n2)c1,E-0014490,-5.178486471595227
Cc1cc(-c2cccc(Nc3cccc(-c4cccnc4)n3)n2)[nH]n1,E-0014491,-5.345823458122039
CNCCOc1ccc(-c2ccc3ncncc3c2)c(N)c1,E-0014492,-3.530177984021837
c1cc2ccc(-c3ccc(OCCN(C4CC4)C4CC4)cc3)cc2cn1,E-0014493,-5.878440155812499
CC(=O)Nc1ccnc(Nc2cccc(-c3cccnc3)n2)c1,E-0014494,-4.372634143407267
CC(=O)Nc1cncc(Nc2cccc(-c3cccnc3)n2)c1,E-0014495,-4.598599459218456
CC(=O)Nc1cc(Nc2cccc(-c3cccnc3)n2)ccn1,E-0014496,-4.189767482004916
CC(=O)Nc1cccc(Nc2cccc(-c3cccc(F)c3)n2)n1,E-0014497,-5.571865205971212
CC(=O)Nc1cccc(Nc2cc(-c3cccc(F)c3)ccn2)n1,E-0014498,-5.438898616350944
NC(=O)Cc1cc(Nc2cc(-c3cccnc3)ccn2)ccn1,E-0014499,-3.5316526695878427
NC(=O)Cc1cc(Nc2cc(-c3cccc(F)c3)ccn2)ccn1,E-0014500,-4.872895201635193
O=C(O)Cc1cccc(Nc2cccc(-c3cccnc3)n2)n1,E-0014501,-3.557520230935552
CN(c1cc(-c2cccnc2)ccn1)c1ccnn1CC1CCNCC1,E-0014502,-3.586700235918748
CN(c1cc(-c2cccc(F)c2)ccn1)c1ccnn1CC1CCNCC1,E-0014503,-3.5606673061697376
c1cncc(-c2ccnc(Nc3ccc(CN4CCCCC4)cc3)c2)c1,E-0014504,-3.5543957967264026
c1cncc(-c2cccc(Nc3ccc(CN4CCCCC4)cc3)n2)c1,E-0014505,-3.527243550682788
c1cc2cc(n1)CCCOc1ccc(cc1)Nc1nccc(n1)OCC2,E-0014506,-5.540607512240769
c1cc2cc(n1)CCCOc1ccc(cc1)Nc1ccnc(n1)OCC2,E-0014507,-5.139661993429006
CN1CCC(OC2CCN(C(=O)c3n[nH]cc3-c3ccc4ncsc4c3)CC2)CC1,E-0014508,-3.54515513999149
O=C(c1n[nH]c2cccnc12)N1CCC(Oc2ccc(C3CC3)nc2)CC1,E-0014509,-3.614393726401688
COc1cccc(-c2cc(C(=O)N3CCC(Oc4cncc(Cl)c4)CC3)n[nH]2)n1,E-0014510,-5.734003629504921
Cc1[nH]nc(C(=O)N2CCC(Oc3cncc(Cl)c3)CC2)c1Cl,E-0014511,-4.665546248849069
O=C(c1n[nH]c2cccnc12)N1CCC(n2cnc3cc(Cl)ccc32)CC1,E-0014512,-3.5316526695878427
O=C(c1n[nH]c2ccccc12)N1CCC(Oc2cncc(C(F)(F)F)c2)CC1,E-0014513,-4.42712839779952
O=C(c1n[nH]c2cccnc12)N1CCC(Oc2cncc(C(F)(F)F)c2)CC1,E-0014514,-3.55129368009492
O=C(c1n[nH]c2cc(-c3ncccn3)ccc12)N1CCC(OC2CCN(C3CC3)CC2)CC1,E-0014515,-4.709965388637482
O=C(c1n[nH]c2cc(-c3ccccn3)ccc12)N1CCC(Oc2cncc(Cl)c2)CC1,E-0014517,-5.712422190921295
O=C(c1n[nH]c2cc(-c3ccccn3)ccc12)N1CCC(OC2CCN(C3CC3)CC2)CC1,E-0014518,-4.245651664288981
O=C(c1cccc2cn[nH]c12)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0014519,-5.3788237182249645
O=C(c1cccc2cn[nH]c12)N1CCC(Oc2cncc(Cl)c2)CC1,E-0014520,-4.354577730650908
O=C(c1cccc2cn[nH]c12)N1CCC(OC2CCN(C3CC3)CC2)CC1,E-0014521,-3.4975728800155674
O=C(c1cccc2[nH]ncc12)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0014522,-4.503070351926785
O=C(c1cccc2[nH]ncc12)N1CCC(Oc2cncc(Cl)c2)CC1,E-0014523,-4.405607449624573
O=C(c1cccc2[nH]ncc12)N1CCC(OC2CCN(C3CC3)CC2)CC1,E-0014524,-3.500312917381596
O=C(c1ccc2[nH]ncc2c1)N1CCC(Oc2cncc(Cl)c2)CC1,E-0014525,-4.958607314841775
O=C(c1ccc2[nH]ncc2c1)N1CCC(OC2CCN(C3CC3)CC2)CC1,E-0014526,-3.5316526695878427
O=C(c1ccc2c(c1)CNC2)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0014527,-3.555955204081924
O=C(c1cccc2nc[nH]c12)N1CCC(Oc2cncc(Cl)c2)CC1,E-0014528,-3.5346171485515816
O=C(c1cccc2nc[nH]c12)N1CCC(OC2CCN(C3CC3)CC2)CC1,E-0014529,-3.503070351926785
O=C(c1cccc2cc[nH]c12)N1CCC(Oc2cncc(Cl)c2)CC1,E-0014530,-4.653647025549361
O=C(c1cccc2cc[nH]c12)N1CCC(OC2CCN(C3CC3)CC2)CC1,E-0014531,-3.5361070110140926
Cc1[nH]nc(C(=O)N2CCC(OC3CCN(C4CC4)CC3)CC2)c1Cl,E-0014532,-3.5361070110140926
CN1CCC[C@@H](Cn2ccc3c([nH]c4cc(F)ccc43)c2=O)C1=O,E-0014533,-4.266000713461613
O=c1c2[nH]c3cccc(OC(F)(F)F)c3c2ccn1CCCN1CCCCC1,E-0014534,-4.304518323509803
Cn1c2cc(O)ncc2c2ccn(CCCN3CCCCC3)c(=O)c21,E-0014535,-4.025488307262672
c1ccc(CNc2nc(OCCN3CCCCC3)ccc2-c2ncccn2)cc1,E-0014536,-4.315154638355588
O=c1c2[nH]c3cc(F)ccc3c2ccn1CCC1CCN1,E-0014537,-4.027797161620936
CN(c1cccc(-c2cccc(S(C)(=O)=O)c2)n1)c1ccn(CC(N)=O)n1,E-0014538,-3.5466816599529625
N#CCc1cccc(Nc2cccc(-c3cccnc3)n2)n1,E-0014539,-5.35261702988538
O=C1NCCSc2c1sc1ccc(OC3CNC3)cc21,E-0014540,-3.5654310959658013
C[C@@H](CN(C)C)NC(=O)Cc1cccc(Nc2cccc(-c3cccnc3)n2)n1,E-0014541,-3.6108339156354674
COC[C@@H](C)NC(=O)Cc1cccc(Nc2cccc(-c3cccnc3)n2)n1,E-0014542,-3.573488738635425
NC(=O)Cc1cccc(Nc2cccc(-c3cnsc3)n2)n1,E-0014543,-4.94692155651658
NC(=O)Cc1cccc(Nc2cccc(-c3ccnnc3)n2)n1,E-0014544,-3.978810700930062
CN1CCC(Cn2nccc2N(C)c2cccc(-c3cccnc3)n2)CC1,E-0014545,-3.562249437179612
CN1CCC(Cn2nccc2Nc2cccc(-c3cccnc3)n2)CC1,E-0014546,-3.555955204081924
CN(c1cccc(-c2cccnc2)n1)c1ccnn1CC1CCNCC1,E-0014547,-3.5850266520291822
CN(c1cccc(-c2cccc(F)c2)n1)c1nccn1CC1CCNCC1,E-0014548,-3.596879478824182
NC(=O)Cc1cc(Nc2nccc(-c3cccnc3)n2)ccn1,E-0014549,-3.555955204081924
FC1(F)CN(CCc2ccc(Nc3ccn(-c4ccccn4)n3)cc2)C1,E-0014550,-4.8996294548824375
Fc1cccc(-c2cccc(Nc3ccc(CN4CCCCC4)cc3)n2)c1,E-0014551,-3.600326278518962
Fc1cccc(-c2ccnc(Nc3ccc(CN4CCCCC4)cc3)c2)c1,E-0014552,-3.647817481888637
CC(=O)Nc1cccc(Nc2nccc(-c3cccnc3)n2)n1,E-0014553,-4.872895201635193
CC(=O)Nc1cccc(Nc2cc(-c3cccnc3)ccn2)n1,E-0014554,-4.528708288941061
c1cc2ccc(-c3ccc(OCCN4CCOCC4)cc3)cc2cn1,E-0014555,-3.642065152999546
CN1CCN(Cc2ccc(Nc3cccc(-c4cccc(F)c4)n3)cc2)CC1,E-0014556,-3.567030709125594
CN1CCN(Cc2ccc(Nc3cc(-c4cccc(F)c4)ccn3)cc2)CC1,E-0014557,-3.596879478824182
c1cnc2ccc(-c3ccc(CCN4CCC4)cc3)cc2c1,E-0014558,-3.598599459218456
c1cnc2cc(-c3ccc(CCN4CCC4)cc3)ccc2c1,E-0014559,-3.542118103266008
O=C(c1n[nH]c2cccnc12)N1CCN([C@H](c2cncc(Cl)c2)C(F)(F)F)CC1,E-0014561,-3.527243550682788
O=C(c1n[nH]c2cccnc12)N1CCN([C@@H](c2cncc(Cl)c2)C(F)(F)F)CC1,E-0014562,-3.55129368009492
O=c1cc(-c2ccccc2)nc(NCc2cncc(Cl)c2)[nH]1,E-0014563,-5.150580586203101
O=c1nc(-c2ccccc2)cc(NCc2cncc(Cl)c2)[nH]1,E-0014564,-4.586700235918748
O=C(c1cc(-c2ccccc2F)[nH]n1)N1CCC(n2cnc3cc(Cl)ccc32)CC1,E-0014565,-5.54515513999149
Cc1[nH]nc(C(=O)N2CCC(n3cnc4cc(Cl)ccc43)CC2)c1C(F)(F)F,E-0014566,-4.9657727392294495
O=C(c1cccc2ccc(=O)[nH]c12)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0014567,-4.928117992693875
O=C(c1cccc2ccc(=O)[nH]c12)N1CCC(Oc2cncc(Cl)c2)CC1,E-0014568,-3.537602002101044
O=C(c1n[nH]c2ccc(-c3ncccn3)cc12)N1CCC(Oc2cncc(Cl)c2)CC1,E-0014570,-5.634512015109101
O=C(c1n[nH]c2ccc(-c3ncccn3)cc12)N1CCC(OC2CCN(C3CC3)CC2)CC1,E-0014571,-4.698970004336019
O=C(c1n[nH]c2cc(-c3ncccn3)ccc12)N1CCC(Oc2cncc(Cl)c2)CC1,E-0014573,-5.787279845582158
O=C(c1cccc2ccc(=O)[nH]c12)N1CCC(OC2CCN(C3CC3)CC2)CC1,E-0014574,-3.593459819566045
COc1cncc(OC2CCN(C(=O)c3cc(-c4ccccc4OC)[nH]n3)CC2)c1,E-0014575,-4.500312917381596
COc1cncc(OC2CCN(C(=O)c3cc(-c4ccc(F)cc4OC)[nH]n3)CC2)c1,E-0014576,-5.609064892896621
COc1cncc(OC2CCN(C(=O)c3n[nH]c4ccccc34)CC2)c1,E-0014577,-3.605548319173784
COc1cncc(OC2CCN(C(=O)c3n[nH]c4cccnc34)CC2)c1,E-0014578,-3.586700235918748
COc1cnc2cc3c(=O)n(CCCN4CCCCC4)ccn3c2c1,E-0014579,-4.0
CN1CCC[C@H](Cn2ccc3c([nH]c4cc(F)ccc43)c2=O)C1=O,E-0014580,-4.096910013008056
O=c1c2[nH]c3cc(O)ncc3c2ccn1CCCN1CCCCC1,E-0014581,-4.00436480540245
CCOc1cc2[nH]c3c(=O)n(C[C@@H]4CCCN(C)C4)ccc3c2cn1,E-0014582,-3.997833938243492
N#CCCc1cccc(Nc2cccc(-c3cccnc3)n2)n1,E-0014583,-4.185752404268079
O=C1NCCSc2c1sc1ccc(OCC3CNC3)cc21,E-0014584,-3.5228787452803374
NC(=O)Cn1cnc(Nc2cccc(-c3cccnc3)n2)c1,E-0014585,-3.51427857351842
NC(=O)Cc1cccc(Nc2cccc(-c3ccns3)n2)n1,E-0014586,-4.465973893943865
NC(=O)Cc1cccc(Nc2cccc(-c3cccnc3)c2F)n1,E-0014587,-4.031984286006359
NC(=O)CCc1cccc(Nc2cccc(-c3cccnc3)n2)n1,E-0014588,-3.5686362358410126
NC(=O)COc1cccc(Nc2cccc(-c3cccnc3)n2)n1,E-0014589,-4.96018944585165
CNC(=O)Cc1cc(Nc2nccc(-c3cccnc3)n2)ccn1,E-0014590,-3.552841968657781
CNC(=O)Cc1cccc(Nc2nccc(-c3cccnc3)n2)n1,E-0014591,-4.709965388637482
NC(=O)Cc1cccc(Nc2nccc(-c3cccc(F)c3)n2)c1,E-0014592,-5.614393726401688
O=C1CCCN1CCOc1ccc(-c2ccc3ccncc3c2)cc1,E-0014593,-4.280668713016273
NC(=O)Cc1cccc(Nc2ccn(-c3ccccn3)n2)c1,E-0014594,-3.540607512240769
NC(=O)Cc1cccc(Nc2ccn(-c3ccccn3)n2)n1,E-0014595,-4.494850021680094
CNC(=O)Cc1cccc(Nc2cc(-c3cccnc3)ccn2)n1,E-0014596,-4.192464971931146
c1cc2ccc(-c3ccc(CCN4CCC4)cc3)cc2cn1,E-0014597,-3.593459819566045
c1ncc2cc(-c3ccc(CCN4CCC4)cc3)ccc2n1,E-0014598,-3.563837352959244
CN(c1cccc(CC(N)=O)c1)c1nccc(-c2cccnc2)n1,E-0014599,-3.539102157243452
CNC(=O)Cc1cccc(N(C)c2nccc(-c3cccnc3)n2)c1,E-0014600,-3.552841968657781
CNC(=O)Cc1cccc(Nc2nccc(-c3cccnc3)n2)c1,E-0014601,-3.521433504406157
COc1cccnc1-c1cc(C(=O)N2CCC(Oc3cncc(Cl)c3)CC2)n[nH]1,E-0014602,-3.5900668766687054
COc1ccc(-c2cc(C(=O)N3CCC(Oc4cncc(Cl)c4)CC3)n[nH]2)nc1,E-0014603,-5.431798275933005
COc1ccccc1-c1cc(C(=O)N2CCC(n3cnc4cc(Cl)ccc43)CC2)n[nH]1,E-0014604,-5.018634490921456
Cn1cnc2ccc(OC3CCN(C(=O)c4n[nH]c5cccnc45)CC3)cc21,E-0014605,-3.5228787452803374
Cc1[nH]nc(C(=O)N2CCC(Oc3ccc4ncn(C)c4c3)CC2)c1C(F)(F)F,E-0014606,-3.543633966870957
Cc1[nH]nc(C(=O)N2CCC(Oc3ccc4ncn(C)c4c3)CC2)c1Cl,E-0014607,-4.220403508742176
O=C(c1ccc2ccc(=O)[nH]c2c1)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0014608,-5.104577453960593
O=C(c1ccc2ccc(=O)[nH]c2c1)N1CCC(OC2CCN(C3CC3)CC2)CC1,E-0014609,-3.537602002101044
O=C(c1ccc2ccc(=O)[nH]c2c1)N1CCC(Oc2cncc(Cl)c2)CC1,E-0014610,-3.5543957967264026
c1cnc2c(-c3ccc(OC4CCN(C5CC5)CC4)cc3)n[nH]c2c1,E-0014611,-5.167491087293763
O=C(c1[nH]ncc1-c1ccc2ncccc2c1)N1CCC(OC2CCN(C3CC3)CC2)CC1,E-0014612,-3.542118103266008
COc1cncc(OC2CCN(C(=O)c3n[nH]c(C)c3C(F)(F)F)CC2)c1,E-0014613,-3.542118103266008
COc1cncc(OC2CCN(C(=O)c3n[nH]c(C)c3Cl)CC2)c1,E-0014614,-3.5346171485515816
Clc1cncc(CNc2cc(-c3ccccc3)nc(NC3CCOCC3)n2)c1,E-0014615,-5.330683119433888
Clc1cncc(CNc2cc(-c3ccccc3)nc(N3CCOCC3)n2)c1,E-0014616,-5.228412519118745
COC1(C)CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ccccc45)C[C@H]3C)cn2)C1,E-0014617,-4.098541678603888
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ccccc45)C[C@H]3C)cn2)C1,E-0014618,-4.035269078946371
