SMILES,Molecule Name,Log_Caco_Papp_AB
Fc1cccc(-c2ccnc(Nc3ccc(CN4CCC(F)(F)CC4)cc3)n2)c1,E-0012806,-5.552841968657781
CS(=O)(=O)Nc1cccc(-c2ccnc(Nc3ccc(CN4CCC(F)(F)CC4)cc3)n2)c1,E-0012807,-4.82102305270683
Fc1cccc(-c2ccnc(Nc3ccc(CN4CCC4)cc3)n2)c1,E-0012808,-4.602407565961883
COC1CN(Cc2ccc(Nc3nccc(-c4cccc(F)c4)n3)cc2)C1,E-0012809,-4.614036429399302
COCC1CN(Cc2ccc(Nc3nccc(-c4cccc(F)c4)n3)cc2)C1,E-0012810,-4.607127254597921
Fc1ccccc1-c1ccnc(Nc2ccc(CN3CCOCC3)cc2)n1,E-0012811,-4.652084813498309
Fc1ccc(-c2ccnc(Nc3ccc(CN4CCOCC4)cc3)n2)cc1,E-0012812,-4.6831912479469775
COc1cccc(Nc2cc(C)nc3ccc(C(N)=O)cc23)c1,E-0012814,-4.64762450499948
CNC(=O)c1ccc2nc(C)cc(Nc3cccc(OC)c3)c2c1,E-0012815,-4.498940737782249
COc1ccc2c(C(=O)N3CCC(Oc4ccc(Cl)cn4)CC3)n[nH]c2c1,E-0012816,-4.823619307756729
O=C(c1n[nH]c2ccccc12)N1C2CCC1CC(Oc1ccc(Cl)cc1)C2,E-0012817,-5.254925208417943
O=C(c1n[nH]c2ccccc12)N1[C@@H]2CC[C@H]1CC(Oc1ccc(Cl)cc1)C2,E-0012818,-5.675717544702307
COc1cccc2c1[nH]c1c(=O)n(CCCN3CCCCC3)ccc12,E-0012819,-4.6252516539898965
O=c1c2[nH]c3c(OC(F)(F)F)cccc3c2ccn1CCCN1CCCCC1,E-0012820,-4.606073993414163
O=c1c2[nH]c3ccc(OC(F)(F)F)cc3c2ccn1CCCN1CCCCC1,E-0012822,-4.8170150329964185
O=c1c2[nH]c3ccc(Cl)cc3c2ccn1CCCN1CCCCC1,E-0012823,-4.933301449577005
O=c1c2[nH]c3ccc(C(F)(F)F)cc3c2ccn1CCCN1CCCCC1,E-0012825,-4.7594507517174005
COc1cccc(-c2cc(C(=O)NCCCN3CCCCC3)on2)c1,E-0012826,-4.4834646261042
COc1cccc(-c2cc(C(=O)NCCN3CCCCC3)on2)c1,E-0012827,-4.517698232776557
Cn1cc(C(=O)N2CCC(Nc3ccc(Cl)cc3)CC2)c2ccccc21,E-0012828,-4.876148359032914
CN(c1ccc(Cl)cc1)C1CCN(C(=O)c2cn(C)c3ccccc23)CC1,E-0012829,-5.1598939055432425
Cn1cc(C(=O)N2CCN(Cc3ccc(Cl)cc3)CC2)c2ccccc21,E-0012830,-4.580870692258024
Nc1c[nH]nc1C(=O)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0012831,-4.393833685392379
O=C(c1n[nH]c2ccccc12)N1CCC2(CC1)CCN2c1ccc(Cl)cc1,E-0012832,-5.025028005701931
O=C(c1n[nH]c2ccccc12)N1CC2CCC(C1)N2Cc1ccc(Cl)cc1,E-0012833,-4.726767165956955
O=C(c1n[nH]c2ccccc12)N1CCC(c2ccc(CN3CCC3)cc2)CC1,E-0012834,-4.630042392653947
COc1ccc2[nH]c3c(=O)n(CCCN4CCCCC4)cc(Cl)c3c2c1,E-0012836,-4.919012953089113
COc1ccc2[nH]c3c(=O)n(CCN4CCCCC4)cc(Cl)c3c2c1,E-0012837,-4.854492828590337
COC1CN(CC#CCN2CCN(C(=O)c3cn(C)c4ccccc34)CC2)C1,E-0012838,-4.718058066559175
COc1ccc2[nH]c3c(=O)n(CC[C@@H](C)N4CCCCC4)cnc3c2c1,E-0012839,-4.516270100999976
COc1ccc2[nH]c3c(=O)n(CC[C@H](C)N4CCCCC4)cnc3c2c1,E-0012840,-4.483596851552597
O=c1c2[nH]c3c(Cl)cccc3c2ccn1CCCN1CCCCC1,E-0012842,-4.532243948755967
Nc1cc2ccncc2cc1-n1cc(OCCN2CCCCC2)cn1,E-0012844,-4.641494088509765
Nc1ccc(OCCN2CCCCC2)cc1-c1cc2cnccc2cn1,E-0012845,-4.427360702957187
Nc1cc2ccncc2cc1-n1ccc(OCCN2CCCCC2)n1,E-0012846,-4.584192272364457
Nc1cc2c(cc1-n1ccc(OCCN3CCCCC3)n1)NC(=O)CC2,E-0012847,-4.80493100353141
Fc1cccc(-c2ccnc(Nc3ccc(CN4CCOCC4)cn3)n2)c1,E-0012849,-4.560825260156531
Fc1cccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1,E-0012850,-4.948847477552619
CN1CCC(c2ccc(Nc3nccc(-c4cccc(F)c4)n3)cc2)CC1,E-0012851,-5.1791420105603
CN1CCN(c2ccc(Nc3nccc(-c4cccc(F)c4)n3)cc2)CC1,E-0012852,-4.898940645091884
CN(C)Cc1ccc(Nc2nccc(-c3cccc(F)c3)n2)cc1,E-0012853,-4.721017883134557
O=C(c1ccc(Nc2nccc(-c3cccc(F)c3)n2)cc1)N1CCOCC1,E-0012854,-4.416687848016922
CN1CCC(c2ccc(Nc3nccc(-c4cc(F)cc(N5CCOCC5)c4)n3)cc2)CC1,E-0012855,-5.258848401148215
CN1CCC(c2cccc(Nc3nccc(-c4cc(F)cc(N5CCOCC5)c4)n3)c2)CC1,E-0012856,-5.308034897232639
CN1CCN(c2ccc(Nc3nccc(-c4cc(F)cc(N5CCOCC5)c4)n3)cc2)CC1,E-0012857,-4.957818405484233
Fc1cc(-c2ccnc(Nc3cccc(N4CCNCC4)c3)n2)cc(N2CCOCC2)c1,E-0012858,-5.23284413391782
CN1CCN(c2cccc(Nc3nccc(-c4cc(F)cc(N5CCOCC5)c4)n3)c2)CC1,E-0012859,-5.146910470148135
Fc1cccc(-c2ccnc(Nc3ccc(CN4CCOCC4)nc3)n2)c1,E-0012860,-4.404173222926777
Fc1cccc(-c2cccc(Nc3ccc(C4CCNCC4)cc3)n2)c1,E-0012861,-5.72584215073632
O=C(c1n[nH]c2ccccc12)N1CCC(Oc2ccc(C(F)F)cc2)CC1,E-0012862,-4.564952358660036
O=C(c1n[nH]c2ccccc12)N1CCN(c2ccc(CN3CCC3)cc2)CC1,E-0012863,-4.4955291375055815
O=C(c1n[nH]c2ccccc12)N1CCN(c2ccc(CN3CC(F)C3)cc2)CC1,E-0012864,-4.43486084803021
COc1ccc2[nH]c3c(=O)n(C[C@H](C)CN4CCCCC4)cnc3c2c1,E-0012865,-4.491335636947057
COc1ccc2[nH]c3c(=O)n(C[C@@H](C)CN4CCCCC4)cnc3c2c1,E-0012866,-4.56336036830734
O=c1c2[nH]cc(-c3ccccc3)c2ncn1CCCN1CCCCC1,E-0012867,-4.582362260347771
O=c1c2[nH]cc(-c3ccccc3)c2ncn1CCN1CCCCC1,E-0012868,-4.524474084960719
O=c1c2[nH]cc(-c3cccnc3)c2ncn1CCCN1CCCCC1,E-0012869,-4.7677664788852665
O=c1c2[nH]cc(-c3cccnc3)c2ncn1CCN1CCCCC1,E-0012870,-4.517984423549288
COc1ccc2[nH]c3c(=O)n(CC(C)(C)CN4CCCCC4)cnc3c2c1,E-0012871,-4.5101820916985496
NC(=O)Cc1cccc(Nc2nccc(-c3cc(F)cc(N4CCOCC4)c3)n2)c1,E-0012881,-4.669992299127241
Fc1cc(-c2cccc(Nc3ccc(N4CCNCC4)cc3)n2)cc(N2CCOCC2)c1,E-0012882,-5.661543506395395
Fc1cc(-c2cccc(Nc3cccc(C4CCNCC4)c3)n2)cc(N2CCOCC2)c1,E-0012883,-5.688246138944246
CN1CCC(c2ccc(Nc3cccc(-c4cccc(F)c4)n3)cc2)CC1,E-0012884,-5.756961951313706
CN1CCN(c2ccc(Nc3cccc(-c4cccc(F)c4)n3)cc2)CC1,E-0012885,-5.419075024324381
Fc1cccc(-c2cccc(Nc3ccc(N4CCNCC4)cc3)n2)c1,E-0012886,-5.567030709125595
Fc1cccc(-c2cccc(Nc3cccc(C4CCNCC4)c3)n2)c1,E-0012887,-5.707743928643524
Fc1cccc(-c2cccc(Nc3cccc(N4CCNCC4)c3)n2)c1,E-0012888,-5.503070351926785
CN1CCN(c2ccc(OC3CCN(C(=O)c4n[nH]c5ccccc45)CC3)cc2)CC1,E-0012889,-4.550675906901273
O=C(c1n[nH]c2ccccc12)N1CCC(Oc2ccc(CN3CC(F)C3)cc2)CC1,E-0012891,-4.359617955290432
O=C(c1n[nH]c2ccncc12)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0012892,-4.331800515801338
O=C(c1n[nH]c2cccnc12)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0012893,-4.497436330892636
COc1ccc2[nH]c3c(=O)n(CC4(CN5CCCCC5)CC4)ccc3c2c1,E-0012894,-4.4996262856466265
COCC1CN(Cc2ccc(N3C4CC3CN(C(=O)c3cn(C)c5ccccc35)C4)cc2)C1,E-0012895,-5.120904120499928
O=c1c2[nH]c3cccc(Cl)c3c2ccn1CCCN1CCCCC1,E-0012896,-4.622511616623867
CN1CCC(c2cccc(Nc3cccc(-c4cccc(F)c4)n3)c2)CC1,E-0012897,-5.655607726314889
CN1CCN(c2cccc(Nc3cccc(-c4cccc(F)c4)n3)c2)CC1,E-0012898,-5.573488738635425
c1cc2ccc(-n3cc(OCCCN4CCCC4)cn3)cc2cn1,E-0012900,-4.596364810209452
CN(C)Cc1ccc(Nc2cccc(-c3cccc(F)c3)n2)cc1,E-0012901,-5.102922996790579
Fc1cncc(-c2cccc(Nc3ccc(CN4CCOCC4)cc3)n2)c1,E-0012902,-4.491335636947057
c1cncc(-c2cccc(Nc3ccc(CN4CCOCC4)cc3)n2)c1,E-0012903,-4.505011026316832
Fc1cccc(-c2cccc(Nc3ccc(CN4CCOCC4)cn3)n2)c1,E-0012904,-4.591760034688151
Fc1cccc(-c2cccc(Nc3ccc(CN4CCOCC4)nc3)n2)c1,E-0012905,-4.581864501574768
O=C(c1c[nH]c2ccccc12)N1CCC(Oc2ccc(C(F)(F)F)cc2)CC1,E-0012906,-5.288192770958809
Cc1ccc2[nH]cc(C(=O)N3CCC(Nc4ccc(Cl)cc4)CC3)c2c1,E-0012907,-5.179798540514359
O=C(c1n[nH]c2ccccc12)N1C2CC1CN(Cc1ccc(Cl)cc1)C2,E-0012908,-4.6611452537476765
O=C(c1n[nH]c2ccccc12)N1CCC(c2ccc(Cl)cc2)CC1,E-0012909,-4.9657727392294495
O=C(c1n[nH]c2cnccc12)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0012910,-4.550521600812635
O=C(c1ccc(Cl)cc1)N1CCN(C(=O)c2n[nH]c3ccccc23)CC1,E-0012911,-4.4917396944876655
Cc1ccc2[nH]nc(C(=O)N3CCN(S(=O)(=O)c4ccc(Cl)cc4)CC3)c2c1,E-0012912,-4.595166283380062
Cc1ccc2[nH]nc(C(=O)N3CCC(Oc4ncc(Cl)cn4)CC3)c2c1,E-0012913,-4.3293831135996745
COCC1CN(Cc2ccc(N3C4CC3CN(C(=O)c3cn(C)c5ncccc35)C4)cc2)C1,E-0012914,-5.319664486585436
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cnc5ccccn45)CC3)cc2)C1,E-0012916,-4.510322708336301
COCC1CN(Cc2ccc(N3CC4CC3CN4C(=O)c3cn(C)c4ccccc34)cc2)C1,E-0012917,-4.769806621130955
CN1CCN(CCCOc2cnn(-c3ccc4ccncc4c3)c2)CC1,E-0012919,-4.691222226335279
COC1CCN(CCOc2cnn(-c3ccc4ccncc4c3)c2)CC1,E-0012920,-4.647431613820691
NC(=O)Cc1cccc(Nc2cccc(-c3cccnc3)n2)c1,E-0012922,-5.015022873584507
NC(=O)Cc1ccnc(Nc2cccc(-c3cccnc3)n2)c1,E-0012923,-5.238824186844269
O=C(c1n[nH]c2ccccc12)N1CCC(N[C@@H](C2CC2)C(F)(F)F)CC1,E-0012924,-4.543482142194738
O=C(c1n[nH]c2ccccc12)N1CCC(c2ccc(CN3CC(F)C3)cc2)CC1,E-0012925,-4.497709472085227
O=C(c1c[nH]c2ccccc12)N1CCN(Cc2ccc(C(F)(F)F)cc2)CC1,E-0012926,-4.740645072691966
O=C(c1n[nH]c2ccccc12)N1CC2CC(C1)N2Cc1ccc(Cl)cc1,E-0012927,-4.485186705000714
O=C1CN(C(=O)c2n[nH]c3ccccc23)CCN1Cc1ccc(Cl)cc1,E-0012928,-4.622511616623867
Cc1ccc2[nH]nc(C(=O)N3CCN(C(=O)c4ccc(Cl)cc4)CC3)c2c1,E-0012929,-4.688246138944246
Cc1ccc2[nH]nc(C(=O)N3CCN(Cc4ccc(Cl)cc4)C(=O)C3)c2c1,E-0012930,-4.673664139071248
Cc1ccc2[nH]nc(C(=O)N3CCCN(C(=O)c4ccc(Cl)cc4)CC3)c2c1,E-0012931,-4.527975302299718
O=C(c1n[nH]c2ccccc12)N1CCC(Oc2ccc(C3CC3)cc2)CC1,E-0012932,-5.034798298974088
COCC1CN(Cc2ccc(N3CC4CC(C3)N4C(=O)c3cn(C)c4ncccc34)cc2)C1,E-0012933,-5.276544327964814
COCC1CN(Cc2ccc(N3CC4CC(C3)N4C(=O)c3cn(C)c4ccccc34)cc2)C1,E-0012934,-5.018634490921456
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncc(C(F)(F)F)cc45)CC3)cc2)C1,E-0012935,-4.854492828590337
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncc(Cl)cc45)CC3)cc2)C1,E-0012936,-4.7594507517174005
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5nccnc45)CC3)cc2)C1,E-0012937,-5.195179321278838
COCC1CN(Cc2ccc(-c3c(C(=O)N4C[C@@H](C)N[C@@H](C)C4)c4cccnc4n3C)cc2)C1,E-0012938,-5.774690718274137
CN1CCC(c2ccc(Nc3cccc(-c4cccc(F)c4)n3)cc2)C1,E-0013497,-5.247951552180561
CN(C)CCc1ccc(Nc2cccc(-c3cccc(F)c3)n2)cc1,E-0013498,-4.987584625237568
O=C(c1n[nH]c2ccccc12)N1CC2CC1CN2Cc1ccc(Cl)cc1,E-0013499,-4.50779854860746
O=C(c1n[nH]c2ccccc12)N1CCc2c(ncn2Cc2cccc(Cl)c2)C1,E-0013500,-4.5616158929652855
O=C(c1n[nH]c2ccccc12)N1CCc2c(ncn2-c2ccc(Cl)cc2)C1,E-0013501,-4.686976889676762
Cc1ccc2[nH]nc(C(=O)N3CCCN(Cc4ccc(Cl)cc4)C(=O)C3)c2c1,E-0013502,-4.681310730052254
O=C(c1n[nH]cc1-c1ccccc1)N1CCC(Oc2ccc(CO)cc2)CC1,E-0013503,-5.199282921717615
CN(C)Cc1ccc(OC2CCN(C(=O)c3n[nH]cc3-c3ccccc3)CC2)cc1,E-0013504,-5.2076083105017466
O=C(c1n[nH]cc1-c1ccccc1)N1CCC(Oc2ccc(C(F)F)cc2)CC1,E-0013505,-4.966576244513051
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncc(F)cc45)CC3)cc2)C1,E-0013506,-4.601365675461608
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5nc(Cl)ccc45)CC3)cc2)C1,E-0013507,-4.552997101533838
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ccc(F)cc45)CC3)cc2)C1,E-0013508,-4.536256278752941
COC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ccc(F)cc45)CC3)cc2)C1,E-0013509,-4.503208684299958
COCCCN[C@@H](C)COc1cnn(-c2ccc3ccncc3c2)c1,E-0013510,-4.473402290896548
NC(=O)Cc1cccc(Nc2cccc(-c3cccnc3)n2)n1,E-0013511,-4.611898798429484
NC(=O)Cc1cc(Nc2cccc(-c3cccnc3)n2)ccn1,E-0013512,-5.590066876668706
NC(=O)Cc1cncc(Nc2cccc(-c3cccnc3)n2)c1,E-0013513,-5.7121982700697735
Fc1cccc(-c2ccnc(Nc3ccc(CC4CCNCC4)cc3)n2)c1,E-0013514,-5.379863945026242
CC(=O)Nc1ccc(Nc2nccc(-c3cccc(F)c3)n2)cc1,E-0013515,-4.494714325855868
Fc1cccc(-c2ccnc(Nc3ccc(CN4CCOCC4)cc3)n2)c1F,E-0013516,-5.048176964684088
Fc1ccc(F)c(-c2ccnc(Nc3ccc(CN4CCOCC4)cc3)n2)c1,E-0013517,-5.018181392829336
c1cc2ccc(-n3ccc(OCCN4CCCCC4)n3)cc2cn1,E-0013519,-4.4917396944876655
Cc1ccc2[nH]nc(C(=O)N3CCC(=O)N(Cc4ccc(Cl)cc4)CC3)c2c1,E-0013520,-4.542269451754001
O=C(c1n[nH]cc1-c1cccnc1)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0013522,-4.574628833561059
c1cc(CCNc2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)ccn1,E-0013523,-4.519705539996994
O=C(c1n[nH]cc1-c1ccccc1)N1CCC(Oc2cccc(CO)c2)CC1,E-0013524,-4.7265357273786535
CN(C)Cc1cccc(OC2CCN(C(=O)c3n[nH]cc3-c3ccccc3)CC2)c1,E-0013525,-5.040481623027002
O=C(c1n[nH]cc1-c1ccccc1)N1CCC(Oc2cccc(C(F)F)c2)CC1,E-0013526,-4.771086594005312
O=C(c1n[nH]cc1-c1ccc(CO)cc1)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0013527,-4.847100403606253
CN(C)Cc1ccc(-c2c[nH]nc2C(=O)N2CCC(Oc3ccc(Cl)cc3)CC2)cc1,E-0013528,-4.737786294523583
O=C(c1n[nH]cc1-c1ccccc1)N1CCC(Nc2ccc(Cl)cc2)CC1,E-0013529,-4.570409197776699
COc1ccc2[nH]c3c(=O)n(C4(CCN5CCCCC5)CC4)cnc3c2c1,E-0013530,-4.62616885492617
COCC1CN(Cc2ccc(N3C[C@@H]4CC[C@H]3CN4C(=O)c3cn(C)c4ncccc34)cc2)C1,E-0013531,-4.788879458741951
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncc(OC)cc45)CC3)cc2)C1,E-0013532,-4.769295686387431
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ccncc45)CC3)cc2)C1,E-0013533,-5.498940737782249
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5nc(OC)ccc45)CC3)cc2)C1,E-0013534,-4.566870482419515
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncncc45)CC3)cc2)C1,E-0013535,-5.198596289982645
CO[C@@H]1CCN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)cc2)C1,E-0013536,-4.565750547603525
COC[C@H]1COCCN1Cc1ccc(N2CCN(C(=O)c3cn(C)c4ncccc34)CC2)cc1,E-0013537,-4.435570673002016
CO[C@H]1CCN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)cc2)C1,E-0013538,-4.512437439743621
c1cc2ccc(-n3cc(OC4CCNCC4)cn3)cc2cn1,E-0013576,-4.673050005834002
c1cc2ccc(-n3cc(OC4CNC4)cn3)cc2cn1,E-0013577,-4.468521082957745
CN1C(=O)CCc2ccc(-c3ccc(OCCN4CCCCC4)cn3)cc21,E-0013578,-4.515130967279598
c1cc(-c2ccnc(Nc3ccc(C4CCNCC4)cc3)n2)cc(N2CCOCC2)c1,E-0013579,-4.977159389123472
c1cc(-c2ccnc(Nc3ccc(N4CCNCC4)cc3)c2)cc(N2CCOCC2)c1,E-0013580,-4.97798426018228
c1cc(Nc2cc(-c3cccc(N4CCOCC4)c3)ccn2)cc(C2CCNCC2)c1,E-0013581,-5.449771646944906
c1cc(-c2ccnc(Nc3ccc(C4CCNCC4)cc3)c2)cc(N2CCOCC2)c1,E-0013582,-5.296708621881338
c1cc(CN2CCOCC2)cc(Nc2cc(-c3cccc(N4CCOCC4)c3)ccn2)c1,E-0013583,-4.827981190575444
CN(c1ccc(CN2CCOCC2)cc1)c1nccc(-c2cccc(F)c2)n1,E-0013584,-4.846185135655471
O=C(c1n[nH]cc1-c1cncnc1)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0013587,-4.539102157243452
O=C(c1[nH]ccc1-c1ccccc1)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0013588,-5.522878745280337
O=C(c1n[nH]cc1C1CCCCC1)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0013589,-5.431798275933005
O=C(c1n[nH]cc1C1=CCCCC1)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0013590,-5.308034897232639
O=C(c1n[nH]cc1C1=CCOCC1)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0013591,-4.421475394725007
O=C(c1n[nH]cc1C1CCCC1)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0013592,-5.064996848546345
O=C(c1n[nH]cc1C1=CCCC1)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0013593,-5.129011186239425
COCC1CN(Cc2ccc(N3C[C@H]4CC[C@@H]3CN4C(=O)c3cn(C)c4ncccc34)cc2)C1,E-0013594,-5.137868620686963
CCOc1ccc2c(c1)[nH]c1c(=O)n(CCCN3CCCCC3)ccc12,E-0013595,-4.80771138743188
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)cc2F)C1,E-0013596,-4.642065152999546
COC[C@@H]1CCCN1Cc1ccc(N2CCN(C(=O)c3cn(C)c4ncccc34)CC2)cc1,E-0013597,-4.700274846024363
CCOc1ccc2[nH]c3c(=O)n(CCCN4CCCCC4)cnc3c2c1,E-0013598,-4.707079700399994
CCn1c2ccc(O)cc2c2ncn(CCCN3CCCCC3)c(=O)c21,E-0013599,-4.633763876281707
CCOc1ccc2c(c1)c1ncn(CCCN3CCCCC3)c(=O)c1n2CC,E-0013600,-4.80465394165158
COC[C@H]1CCCN1Cc1ccc(N2CCN(C(=O)c3cn(C)c4ncccc34)CC2)cc1,E-0013601,-4.642255674819625
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)c(F)c2)C1,E-0013602,-4.4752145506787775
COC[C@@H]1COCCN1Cc1ccc(N2CCN(C(=O)c3cn(C)c4ncccc34)CC2)cc1,E-0013603,-4.385524633909605
CN1CCCCC1c1ccc(Nc2cccc(-c3cccc(F)c3)n2)cc1,E-0013605,-5.419075024324381
CN1CCC(Cc2ccc(Nc3cccc(-c4cccnc4)n3)cc2)CC1,E-0013606,-4.653255945395151
O=C1CCc2ccc(-c3cccc(OCCN4CCCCC4)n3)cc2N1,E-0013608,-4.353988590408761
COCc1ccc(OC2CCN(C(=O)c3n[nH]cc3-c3ccccc3)CC2)cc1,E-0013616,-4.452717692036697
O=C(c1n[nH]cc1-c1ccccc1)N1CCC(Oc2ccccc2Cl)CC1,E-0013617,-4.962175249411658
CC(C)(C)OC(=O)N1CC=C(c2c[nH]nc2C(=O)N2CCC(Oc3ccc(Cl)cc3)CC2)CC1,E-0013618,-5.261219441515631
O=C(c1[nH]nc2ccccc12)N1CCC(Oc2ccc(C(F)(F)F)nc2)CC1,E-0013621,-4.382999658879101
O=C(c1[nH]ncc1-c1ccccc1)N1CCC(Oc2ccc(Cl)nc2)CC1,E-0013622,-4.430509045651217
O=C(c1n[nH]cc1-c1ccccc1)N1CCC(Oc2ccc(C(F)(F)F)nc2)CC1,E-0013623,-4.475863623407432
CCOc1ccc2c3ccn(CCCN4CCCCC4)c(=O)c3n(C)c2c1,E-0013628,-4.746661994673894
Cn1c2ccccc2c2c(Cl)cn(CCCN3CCCCC3)c(=O)c21,E-0013631,-4.798876102792621
Fc1cc(-c2cccc(Nc3ccc(C4CCNCC4)cc3)n2)cc(N2CCOCC2)c1,E-0013637,-5.739928612014925
CN1CCC(c2ccc(Nc3cccc(-c4cc(F)cc(N5CCOCC5)c4)n3)cc2)CC1,E-0013638,-5.5934598195660445
CN1CCC(c2cccc(Nc3cccc(-c4cc(F)cc(N5CCOCC5)c4)n3)c2)CC1,E-0013639,-5.714442690992226
c1cc(Nc2ccc(CN3CCOCC3)cc2)nc(-c2cnccn2)c1,E-0013642,-4.437826136635351
Cc1[nH]nc(C(=O)N2CCC(Oc3ccc(Cl)cc3)CC2)c1-c1ccccc1,E-0013645,-5.224753740259764
O=C(c1[nH]nc2ccccc12)N1CCC(Oc2cncc(Cl)c2)CC1,E-0013649,-4.406381691870465
O=C(c1[nH]ncc1-c1ccccc1)N1CCC(Oc2cncc(Cl)c2)CC1,E-0013651,-4.556267758598403
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)cc2C(F)(F)F)C1,E-0013657,-4.552531869050244
COc1cccc2c1c1ccn(CCCN3CCCCC3)c(=O)c1n2C,E-0013660,-4.523168371487739
COc1ccc2c3ccn(CCCN4CCCCC4)c(=O)c3n(C)c2c1,E-0013661,-4.5519123333076585
c1cc(OCCN2CCCCC2)cc(-c2ccc3ccncc3n2)c1,E-0013663,-4.544546031221372
c1cc2ccc(-n3cc(OCCNC4CCOCC4)cn3)cc2cn1,E-0013664,-4.568636235841013
FC1(F)CCC(NCCOc2cnn(-c3ccc4ccncc4c3)c2)CC1,E-0013665,-4.595850750790305
C[C@@H](COc1cnn(-c2ccc3ccncc3c2)c1)NC1CCC(F)(F)CC1,E-0013666,-4.721932669111338
c1cc2ccc(-n3cc(OCC4CCN4)cn3)cc2cn1,E-0013667,-4.373865021364612
CN1C(=O)CCc2ccc(-c3cccc(OCCN4CCCCC4)n3)cc21,E-0013670,-4.367441485467328
O=C(c1[nH]nc2ccccc12)N1CCC(Oc2cccnc2C(F)(F)F)CC1,E-0013673,-4.334982174587528
O=C(c1[nH]ncc1C1CC1)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0013674,-4.377371573870675
CCc1ncccc1OC1CCN(C(=O)c2[nH]nc3ccccc23)CC1,E-0013676,-4.3879582553547305
O=C(c1n[nH]cc1-c1ccccc1)N1CCC(Oc2cccnc2C(F)(F)F)CC1,E-0013677,-4.50251746263263
CCc1ncccc1OC1CCN(C(=O)c2[nH]ncc2-c2ccccc2)CC1,E-0013678,-4.513569521145566
Cn1cnc2ccc(OC3CCN(C(=O)c4[nH]nc5ccccc45)CC3)cc21,E-0013679,-4.475344287642223
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5nc(C6CC6)ccc45)CC3)cc2)C1,E-0013686,-4.538501473216981
COC1(C)CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)cc2C(F)(F)F)C1,E-0013690,-4.461426266193144
O=C1CCc2ccc(-c3cc(OCCN4CCCCC4)ccn3)cc2N1,E-0013694,-4.3733517315259895
CN1C(=O)CCc2ccc(-c3cc(OCCN4CCCCC4)ccn3)cc21,E-0013695,-4.348721986001856
c1cc(Nc2ccc(CN3CCOCC3)cc2)nc(-c2cncnc2)c1,E-0013702,-4.280585840297407
Cn1cnc2ccc(-c3c[nH]nc3C(=O)N3CCC(Oc4ccc(Cl)cc4)CC3)cc21,E-0013707,-5.140861702705469
O=C(c1[nH]ncc1-c1ccc2ocnc2c1)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0013711,-4.791289980093599
CN1CCC[C@@H](Cn2cnc3c4cc(OCC(F)F)ccc4n(C)c3c2=O)C1,E-0013717,-4.5097605147537125
COc1ccc2[nH]c3c(=O)n(C[C@@H]4CCN(C)C4)cnc3c2c1,E-0013720,-4.591929714112815
O=c1c2[nH]c3cc(F)ccc3c2ccn1CCCN1CCCCC1,E-0013725,-4.441051554021961
C[C@H](N)COc1cnn(-c2ccc3ccncc3c2)c1,E-0013726,-4.382580253262823
Fc1cccc(-c2ccnc(Nc3ccc(NC4CCOCC4)cc3)n2)c1,E-0013729,-4.525929496784957
