SMILES,Molecule Name,LogD
COCCC(=O)Nc1ccc(-c2ccc3ccncc3c2)cc1,E-0014697,3.1
FC1(F)CN(CCOc2ccc(-c3ccc4ccncc4c3)cc2)C1,E-0014698,3.9
FC1(F)CCN(CCOc2ccc(-c3ccc4ccncc4c3)cc2)C1,E-0014699,4.1
NC(=O)Cn1ccc(Nc2cccc(-c3cccc(S(N)(=O)=O)c3)n2)n1,E-0014700,0.7
CC[C@@H](C(N)=O)c1cccc(Nc2cccc(-c3cccnc3)n2)n1,E-0014701,2.8
CC[C@H](C(N)=O)c1cccc(Nc2cccc(-c3cccnc3)n2)n1,E-0014702,2.9
COc1c(F)ccc2cc3c(=O)n(CCCN4CCCCC4)ccn3c12,E-0014712,2.2
NC(=O)Nc1nc(OCCN2CCCCC2)ccc1-c1ncccn1,E-0014713,1.5
COc1c(Cl)ccc2cc3c(=O)n(CCCN4CCCCC4)ccn3c12,E-0014714,2.6
COc1ccnc(-c2ccc(OCCN3CCCCC3)nc2NCc2ccccc2)n1,E-0014715,4.8
COc1ccc2c(c1)[nH]c1c(C(=O)O)ccnc12,E-0014716,-0.6
CC(=O)N[C@@H](C)COc1ccc(N)c(-c2cc(-c3ccncc3)ccn2)c1,E-0014718,1.8
C[C@H](N)COc1ccc([N+](=O)[O-])c(-c2cc(-c3ccncc3)ccn2)c1,E-0014719,0.4
CC(=O)N[C@@H](C)COc1ccc([N+](=O)[O-])c(-c2cc(-c3ccncc3)ccn2)c1,E-0014720,2.1
CC(=O)N[C@H](C)COc1ccc(N)c(-c2cc(-c3ccncc3)ccn2)c1,E-0014721,1.8
C[C@@H](N)COc1ccc([N+](=O)[O-])c(-c2cc(-c3ccncc3)ccn2)c1,E-0014722,0.5
CC(=O)N[C@H](C)COc1ccc([N+](=O)[O-])c(-c2cc(-c3ccncc3)ccn2)c1,E-0014723,2.1
Nc1ccc(OC2CNC2)cc1-c1cc(-c2ccncc2)ccn1,E-0014724,-0.3
Nc1ccc(OCC2CNC2)cc1-c1cc(-c2ccncc2)ccn1,E-0014725,-0.5
CC(=O)N[C@@H](C)COc1ccc2sc3c(c2c1)SCCNC3=O,E-0014726,2.2
C[C@H](N)COc1ccc2sc3c(c2c1)SCCNC3=O,E-0014727,0.4
c1cncc(-c2cccc(Nc3cccc4cc(OC5CNC5)ccc34)n2)c1,E-0014728,2.1
c1cncc(-c2cccc(Nc3cccc(CCN4CCC4)n3)n2)c1,E-0014729,1.1
c1cncc(-c2cccc(Nc3ccc(CCN4CCC4)cn3)n2)c1,E-0014730,1.4
O=C1NCCN1c1cccc(Nc2cccc(-c3cccnc3)n2)n1,E-0014731,3.0
O=C1CCCN1CCCOc1ccc(Nc2ccn(-c3ccccn3)n2)cc1,E-0014732,3.0
CN(c1ccc(CCN2CCC2)cc1)c1nccc(-c2cccc(F)c2)n1,E-0014733,2.1
FC1(F)CN(CCn2cc(-c3ccc4ccncc4c3)cn2)C1,E-0014734,2.6
c1cc2ccc(-c3cnn(CCN4CCCCC4)c3)cc2cn1,E-0014735,2.6
c1cc2ccc(-c3cnn(CCN4CCOCC4)c3)cc2cn1,E-0014736,1.4
c1ncc2cc(-c3cnn(CCC4CNC4)c3)ccc2n1,E-0014737,-1.7
c1ncc2cc(-c3cnn(CCN4CCCCC4)c3)ccc2n1,E-0014738,1.8
c1ncc2cc(-c3cnn(CCN4CCOCC4)c3)ccc2n1,E-0014739,1.4
O=C(c1cc(-c2ncccc2F)[nH]n1)N1CCC(n2cnc3cc(Cl)ccc32)CC1,E-0014741,3.5
Oc1cc(OC2CCN(C3CC3)CC2)ccc1-c1n[nH]c2cccnc12,E-0014742,3.4
COc1ccc(Nc2ccnc(N(CCc3ccncc3)C3CC3)n2)cc1,E-0014743,3.4
COc1ccc(Nc2cc(N(CCc3ccncc3)C3CC3)ccn2)cc1,E-0014744,2.7
COc1ccc(Nc2cccc(N(CCc3ccncc3)C3CC3)n2)cc1,E-0014745,5.0
COc1ccc(N(C)c2nccc(N(CCc3ccncc3)C3CC3)n2)cc1,E-0014746,3.9
Clc1ccc(N2CCN(Cc3n[nH]cc3-c3ccc4ncsc4c3)CC2)nc1,E-0014747,4.3
Cc1[nH]nc(C(=O)N2CCC(OC3CCN(C4CC4)CC3)CC2)c1C#Cc1cncs1,E-0014748,1.8
O=C(c1n[nH]cc1C#Cc1ccccc1)N1CCC(OC2CCN(C3CC3)CC2)CC1,E-0014749,2.7
O=C(c1n[nH]cc1C#Cc1cncnc1)N1CCC(OC2CCN(C3CC3)CC2)CC1,E-0014750,1.1
CCn1cc(C#Cc2cncs2)c(C(=O)N2CCC(Oc3cncc(Cl)c3)CC2)n1,E-0014751,3.1
Cn1cc(C#Cc2cncs2)c(C(=O)N2CCC(Oc3cncc(Cl)c3)CC2)n1,E-0014752,2.6
Cn1ncc(C#Cc2cncs2)c1C(=O)N1CCC(Oc2cncc(Cl)c2)CC1,E-0014753,3.1
CCn1cc(C#Cc2cncs2)c(C(=O)N2CCN(Cc3cncc(Cl)c3)CC2)n1,E-0014754,2.3
COc1cncc(CN2CCN(C(=O)c3n[nH]cc3C#Cc3cncs3)CC2)c1,E-0014755,1.5
O=C(c1n[nH]cc1C#Cc1cncs1)N1CCN(Cc2ccc(Cl)c(F)c2)CC1,E-0014756,3.3
O=C(c1n[nH]cc1C#Cc1cncs1)N1CCN(c2ccc(Cl)cc2)CC1,E-0014757,3.3
O=C(c1n[nH]cc1C#Cc1cncs1)N1CCN(c2ccc(Cl)cn2)CC1,E-0014758,3.0
O=C(c1n[nH]cc1-c1ccc2ncsc2c1)N1CCN(Cc2ccc(Cl)c(F)c2)CC1,E-0014759,3.2
CN1CCC(N2CCN(C(=O)c3n[nH]cc3-c3ccc4ncsc4c3)CC2)CC1,E-0014760,-0.7
C[C@H](N)COc1ccc2sc3c(c2c1)SCCN(C)C3=O,E-0014761,0.3
c1cncc(-c2cccc(Nc3ccc(CCN4CCC4)nc3)n2)c1,E-0014762,1.1
FC1(F)CN(CCc2ccc(Nc3cccc(-c4cccnc4)n3)cn2)C1,E-0014763,3.3
Fc1cccc(-c2cccc(Nc3cccc(CCN4CCC4)n3)n2)c1,E-0014764,2.5
Fc1cccc(-c2cccc(Nc3ccc(CCN4CCC4)cn3)n2)c1,E-0014765,2.5
NC(=O)Cc1cccc(Nc2ccnc(-c3cccnc3)n2)n1,E-0014766,1.6
O=C(Cn1cccc(Nc2cccc(-c3cccnc3)n2)c1=O)N1CCCC1,E-0014767,2.2
CN(C)CCOc1ccc(-c2ccc3ccncc3c2)cc1,E-0014768,2.5
FC1(F)CC(NCCOc2ccc(-c3ccc4ccncc4c3)cc2)C1,E-0014769,4.1
CN1CCN(CCOc2ccc(-c3ccc4ccncc4c3)cc2)CC1,E-0014770,2.7
Cc1[nH]nc(C(=O)N2CCC(OC3CCN(C4CC4)CC3)CC2)c1C#Cc1cncn1C,E-0014771,1.6
Cc1[nH]nc(C(=O)N2CCC(OC3CCN(C4CC4)CC3)CC2)c1C#Cc1cnccn1,E-0014772,1.3
Cn1cc(-c2ccc3ncsc3c2)c(C(=O)N2CCC(OC3CCN(C4CC4)CC3)CC2)n1,E-0014773,1.7
Cn1ncc(-c2ccc3ncsc3c2)c1C(=O)N1CCC(OC2CCN(C3CC3)CC2)CC1,E-0014774,2.0
CCn1ncc(C#Cc2cncs2)c1C(=O)N1CCC(Oc2cncc(Cl)c2)CC1,E-0014775,3.5
Cn1ncc(C#Cc2cncs2)c1C(=O)N1CCN(Cc2cncc(Cl)c2)CC1,E-0014776,2.3
CCn1ncc(C#Cc2cncs2)c1C(=O)N1CCN(Cc2cncc(Cl)c2)CC1,E-0014777,2.7
COc1cc2ocnc2cc1-c1cc(C(=O)N2CCN(c3ccc(Cl)cc3)CC2)[nH]n1,E-0014778,4.0
COc1cc2ocnc2cc1-c1cc(C(=O)N2CCN(c3ccc(Cl)cn3)CC2)[nH]n1,E-0014779,3.4
O=C(c1n[nH]cc1C#Cc1cncs1)N1CCC(CN2CCOCC2)CC1,E-0014780,1.1
O=C(c1n[nH]cc1C#Cc1cncs1)N1CCC(CN2CCC(F)(F)CC2)CC1,E-0014781,2.2
O=C(c1n[nH]cc1-c1ccc2ncsc2c1)N1CCN(CC2CCOCC2)CC1,E-0014782,1.1
COc1cncc(CN2CCN(Cc3n[nH]c4cccnc34)CC2)c1,E-0014783,1.2
COc1ccc(C(F)(F)F)c2c1cc1c(=O)n(CCCN3CCCCC3)ccn12,E-0014784,3.2
COc1c(Cl)ccc2c1[nH]c1c(=O)n(CCCN3CCCCC3)ccc12,E-0014785,2.6
COc1c(Cl)ccc2c3cc[nH]c(=O)c3n(CCCN3CCCCC3)c12,E-0014786,2.3
Cn1ccc2c([nH]c3cc(OCCN4CCCCC4)ccc32)c1=O,E-0014787,1.8
COc1ccc(C(F)(F)F)c2[nH]c3c(=O)n(CCCN4CCCCC4)ccc3c12,E-0014788,3.1
COc1ccc(C(F)(F)F)c2c1c1cc[nH]c(=O)c1n2CCCN1CCCCC1,E-0014789,3.2
COc1ccc2c(c1)[nH]c1c(C(=O)NCCCN3CCCCC3)ncnc12,E-0014790,1.8
O=c1c2[nH]c3ccsc3c2ncn1CCCN1CCCCC1,E-0014791,1.0
COc1c(F)ccc2c1[nH]c1c(=O)n(CCCN3CCCCC3)ccc12,E-0014792,2.1
COc1c(F)ccc2c3cc[nH]c(=O)c3n(CCCN3CCCCC3)c12,E-0014793,2.0
Cc1cc(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,E-0014794,3.7
Cc1cc(-c2ccc(OCCN3CCCCC3)cc2)c2ccncc2c1,E-0014795,3.6
CN1CCN(CCCOc2ccc3sc4c(c3c2)SCCN(C)C4=O)CC1,E-0014796,1.7
CC(=O)N[C@@H](C)COc1ccc2sc3c(c2c1)SCCN(C)C3=O,E-0014797,2.1
C[C@H](COc1ccc(-c2ccc3ccncc3c2)cc1)CC(N)=O,E-0014798,3.4
C[C@@H](COc1ccc(-c2ccc3ccncc3c2)cc1)CC(N)=O,E-0014799,3.5
COc1cc2cccc(Nc3cccc(-c4cccnc4)n3)c2cn1,E-0014800,3.9
Fc1cc2ccncc2cc1-c1ccc(OCCN2CCCC2)cc1,E-0014801,2.6
COc1cc2ccncc2cc1-c1ccc(OCCN2CCCC2)cc1,E-0014803,2.3
CN(c1cn(CC2CCNCC2)cn1)c1cccc(-c2cccc(F)c2)n1,E-0014804,0.8
Fc1ccccc1-n1ccc(Nc2ccc(OCCCN3CCCC3)cc2)n1,E-0014805,2.4
Fc1cccc(-n2ccc(Nc3ccc(OCCCN4CCCC4)cc3)n2)c1,E-0014806,2.5
c1cncc(-n2ccc(Nc3ccc(OCCCN4CCCC4)cc3)n2)c1,E-0014807,1.3
C[C@@H](CN(C)C)NC(=O)c1nccc2ccc(-c3ccc(OCCN4CCCCC4)cc3)cc12,E-0014808,1.6
C[C@H](CN(C)C)NC(=O)c1nccc2ccc(-c3ccc(OCCN4CCCCC4)cc3)cc12,E-0014809,1.7
O=C(Cn1cccc(Nc2nccc(-c3cccnc3)n2)c1=O)N1CCC1,E-0014810,1.3
O=C(Cn1cccc(Nc2cc(-c3cccnc3)ccn2)c1=O)N1CCC1,E-0014811,1.5
O=C(Cn1cccc(Nc2cccc(-c3cccnc3)n2)c1=O)N1CCOCC1,E-0014812,1.6
CN1CCN(C(=O)Cn2cccc(Nc3cccc(-c4cccnc4)n3)c2=O)CC1,E-0014813,1.5
Fc1cccc(-c2ccnc(Nc3ccc(CCN4CC(F)(F)C4)cc3)n2)c1,E-0014814,4.4
Fc1cccc(-c2ccnc(Nc3ccc(CCN4CC(F)(F)C4)cn3)n2)c1,E-0014815,3.8
CC(C)NCCOc1ccc(-c2cc3cnccc3cn2)cc1,E-0014816,1.3
c1ncc2cc(-c3ccc(OCCN4CCNCC4)cc3)ccc2n1,E-0014817,0.6
c1cc(-c2ccc3cnncc3c2)ccc1OCCN1CCNCC1,E-0014818,0.0
COc1ccc(-c2cc(NC3CCN(Cc4cncc(Cl)c4)CC3)n[nH]2)c(OC)c1,E-0014819,3.2
O=C(c1n[nH]c2cnc(-c3ccccc3)nc12)N1CCC(OC2CCN(C3CC3)CC2)CC1,E-0014820,2.5
O=C(c1n[nH]c2cnc(-c3ccccc3)nc12)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0014821,4.7
O=C(c1n[nH]c2cc(-c3ccccn3)cnc12)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0014822,3.9
O=C(c1n[nH]c2cc(-c3ccccn3)cnc12)N1CCC(Oc2cncc(Cl)c2)CC1,E-0014823,2.9
Clc1cncc(C2CCN(Cc3n[nH]cc3-c3ccc4ncsc4c3)CC2)c1,E-0014824,3.5
c1nc2ccc(-c3c[nH]nc3CN3CCC(c4cnnc(C5CC5)c4)CC3)cc2s1,E-0014825,2.8
Cc1[nH]nc(C(=O)N2CCC(OC3CCN(C4CC4)CC3)CC2)c1C#Cc1ccccn1,E-0014826,1.8
Cc1[nH]nc(C(=O)N2CCC(OC3CCN(C4CC4)CC3)CC2)c1C#Cc1cccnn1,E-0014827,1.2
COc1cc2ocnc2cc1-c1cc(C(=O)N2CCC(Oc3cncc(Cl)c3)CC2)[nH]n1,E-0014828,3.4
COc1cncc(OC2CCN(C(=O)c3cc(-c4cc5ncoc5cc4OC)n[nH]3)CC2)c1,E-0014829,2.9
COc1cc2ocnc2cc1-c1cc(C(=O)N2CCC(OC3CCN(C4CC4)CC3)CC2)[nH]n1,E-0014830,2.2
CCC(=O)N1CCN(C(=O)c2n[nH]cc2-c2ccc3ncsc3c2)CC1,E-0014831,0.8
O=C(c1n[nH]cc1C#Cc1cncs1)N1CCN(CC2CCOCC2)CC1,E-0014832,1.3
O=C(c1n[nH]cc1C#Cc1cncs1)N1CCC(CN2CCCCC2)CC1,E-0014833,0.6
O=C(c1n[nH]cc1-c1ccc2ncsc2c1)N1CCC(OC2CCN(CC(F)(F)F)CC2)CC1,E-0014834,2.3
O=C(c1n[nH]cc1-c1ccc2ncsc2c1)N1CCC(OC2CCN(CC(F)F)CC2)CC1,E-0014835,1.8
O=C(c1n[nH]cc1-c1ccc2ncsc2c1)N1CCC(OC2CCN(CCF)CC2)CC1,E-0014836,1.2
O=C(c1n[nH]cc1-c1ccc2ncsc2c1)N1CCC(CN2CCCCC2)CC1,E-0014837,0.5
Clc1ccc(N2CCN(Cc3n[nH]c4cccnc34)CC2)nc1,E-0014838,2.6
O=C(c1n[nH]c2cccc(Cl)c12)N1CCC(Oc2cncc(Cl)c2)CC1,E-0014839,3.3
O=C(c1n[nH]c2ccc(Cl)cc12)N1CCC(Oc2cncc(Cl)c2)CC1,E-0014840,3.9
O=C(c1n[nH]c2cc(Cl)ccc12)N1CCC(Oc2cncc(Cl)c2)CC1,E-0014841,3.8
O=C(c1n[nH]c2ccc(Cl)nc12)N1CCC(Oc2cncc(Cl)c2)CC1,E-0014842,2.7
O=c1cc2cccc(Nc3cccc(-c4cccnc4)n3)c2c[nH]1,E-0014844,2.7
c1cnc2cc(-n3ccc(OCC4CNC4)n3)ccc2c1,E-0014845,0.3
c1ccc(-n2cc(Nc3ccc(OCCCN4CCCC4)cc3)cn2)nc1,E-0014846,1.7
FC1(F)CN(CCc2ccc(Nc3ccn(-c4cccnc4)n3)cc2)C1,E-0014847,3.2
Fc1cccc(-n2ccc(Nc3ccc(CCN4CC(F)(F)C4)cc3)n2)c1,E-0014848,4.3
c1cc2ccc(-c3ccc(CCCN4CCCCC4)cc3)cc2cn1,E-0014849,2.9
C[C@@H](CN(C)C)NC(=O)c1nccc2ccc(-c3ccc(OCCN4CCC(F)(F)CC4)cc3)cc12,E-0014851,3.2
C[C@H](CN(C)C)NC(=O)c1nccc2ccc(-c3ccc(OCCN4CCC(F)(F)CC4)cc3)cc12,E-0014852,3.2
CN1CCC(C(F)(F)c2ccc(N(C)c3cccc(-c4cccnc4)n3)cc2)CC1,E-0014853,3.7
CC(C)NCCOc1ccc(-c2ccc3ncncc3c2)cc1,E-0014854,1.4
c1cc2ccc(-c3ccc(OCCN4CCNCC4)cc3)nc2cn1,E-0014855,0.7
CC(C)NCCOc1ccc(-c2ccc3ccncc3n2)cc1,E-0014856,1.4
c1cc2ncc(-c3ccc(OCCN4CCNCC4)cc3)cc2cn1,E-0014857,0.6
c1cc2cnc(-c3ccc(OCCN4CCNCC4)cc3)cc2cn1,E-0014858,0.7
c1cc2ccc(-c3ccc(OCCN4CCC4)cc3)cc2cn1,E-0014859,2.2
COC1CN(CCOc2ccc(-c3ccc4ccncc4c3)cc2)C1,E-0014860,3.2
COC1(C)CN(CCOc2ccc(-c3ccc4ccncc4c3)cc2)C1,E-0014861,3.4
c1cc2ccc(-c3ccc(OCCN4CC5(CCO5)C4)cc3)cc2cn1,E-0014862,3.1
C[C@@H]1CN(CCOc2ccc(-c3ccc4ccncc4c3)cc2)C[C@H](C)O1,E-0014863,4.1
c1ccc(-n2ccc(Nc3ccc(OCCCN4CCOCC4)cc3)n2)nc1,E-0014864,3.1
c1cc(-c2ccc3cnsc3c2)ccc1OCCN1CCOCC1,E-0014865,3.6
Clc1cc(CN2CCOCC2)ccc1Nc1nccc(-c2ccnnc2)n1,E-0014866,2.2
Cc1cc(-c2ccc3ccncc3c2)ccc1OCCN1CCOCC1,E-0014867,3.9
O=C(c1n[nH]c2ccc(-c3ccccn3)nc12)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0014868,4.0
O=C(c1n[nH]c2cnc(-c3ccccc3)nc12)N1CCC(Oc2cncc(Cl)c2)CC1,E-0014869,3.7
COc1ccc(Nc2nccc(N(CCCc3ccncc3)C3CC3)n2)cc1,E-0014870,3.8
COc1ncc(Oc2cccc(N(CCc3ccncc3)C3CC3)c2)cn1,E-0014871,3.8
CN1[C@@H]2CC[C@H]1C[C@H](OC1CCN(C(=O)c3n[nH]cc3-c3ccc4ncsc4c3)CC1)C2,E-0014872,-0.6
CN1[C@@H]2CC[C@H]1C[C@@H](OC1CCN(C(=O)c3n[nH]cc3-c3ccc4ncsc4c3)CC1)C2,E-0014873,-0.5
O=C(c1n[nH]cc1C#Cc1ncccn1)N1CCC(OC2CCN(C3CC3)CC2)CC1,E-0014874,0.8
Cc1[nH]nc(C(=O)N2CCC(OC3CCN(C4CC4)CC3)CC2)c1C#Cc1cncnc1,E-0014875,1.5
O=C(c1n[nH]cc1C#Cc1ncccn1)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0014876,3.0
COc1cc2ocnc2cc1-c1cc(C(=O)N2CCC(OC3CCN(C4CC4)CC3)CC2)n(C)n1,E-0014877,2.2
CCn1cc(-c2ccc3ncsc3c2)c(C(=O)N2CCC(OC3CCN(C4CC4)CC3)CC2)n1,E-0014878,1.9
CCn1ncc(-c2ccc3ncsc3c2)c1C(=O)N1CCC(OC2CCN(C3CC3)CC2)CC1,E-0014879,2.3
COc1cc2ocnc2cc1-c1cc(C(=O)N2CCC(OC3CCN(C)CC3)CC2)[nH]n1,E-0014880,0.5
Clc1cncc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc2n[nH]c3cccnc23)c1,E-0014881,2.3
Clc1cncc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3Cc2n[nH]c3cccnc23)c1,E-0014882,2.3
COc1cncc(CN2CCN(C(=O)c3n[nH]c4cccnc34)CC2)c1,E-0014883,0.7
O=C(c1n[nH]c2cccnc12)N1CCN(c2ccc(Cl)cn2)CC1,E-0014884,2.2
COc1cncc(OC2CCN(C(=O)c3n[nH]c4cc(-c5ccccn5)cnc34)CC2)c1,E-0014885,2.3
COc1cncc(OC2CCN(C(=O)c3cc(-c4ccn5nccc5c4)n[nH]3)CC2)c1,E-0014886,3.2
COc1cncc(OC2CCN(C(=O)c3cccc4[nH]cnc34)CC2)c1,E-0014887,1.8
O=C(c1cccc2[nH]cnc12)N1CCN(Cc2ccc(Cl)c(F)c2)CC1,E-0014888,2.8
O=C(c1n[nH]c2c(Cl)cccc12)N1CCC(Oc2cncc(Cl)c2)CC1,E-0014889,4.0
O=C(c1n[nH]c2c(F)cccc12)N1CCC(Oc2cncc(Cl)c2)CC1,E-0014890,3.6
COc1ccc(-c2cc(C(=O)N3CCC(OC4CCOCC4)CC3)[nH]n2)c(OC)c1,E-0014891,2.4
COc1ccc(-c2cc(C(=O)N3CC[C@@H](Oc4ccc(F)cc4)C3)[nH]n2)c(OC)c1,E-0014892,3.9
COc1ccc(-c2cc(C(=O)N3CC[C@H](Oc4ccc(F)cc4)C3)[nH]n2)c(OC)c1,E-0014893,3.9
COc1ccc(-c2cc(C(=O)N3CC[C@H](Oc4ccccc4)C3)[nH]n2)c(OC)c1,E-0014894,3.8
COc1ccc(-c2cc(C(=O)N3CC[C@@H](Oc4ccccc4)C3)[nH]n2)c(OC)c1,E-0014895,3.8
COc1ccc(-c2cc(C(=O)N3CC[C@@H](OC)C3)[nH]n2)c(OC)c1,E-0014896,2.1
COc1ccc(-c2cc(C(=O)N3CC[C@H](OC)C3)[nH]n2)c(OC)c1,E-0014897,2.1
COc1ccc(-c2cc(C(=O)N3CCC(Oc4ncccc4F)CC3)[nH]n2)c(OC)c1,E-0014898,3.8
Fc1cc(OCCN2CCCC2)ccc1-c1ccc2ccncc2c1,E-0014903,3.0
NC(=O)Cc1cccc(Nc2nccc(-c3cccnc3Cl)n2)n1,E-0014904,1.5
NC(=O)Cc1cccc(Nc2nccc(-c3ccnnc3)n2)n1,E-0014905,0.2
CNC(=O)Cc1cccc(Nc2nccc(-c3ccnnc3)n2)n1,E-0014906,0.7
CN(C)C(=O)Cn1cccc(Nc2cccc(-c3cccnc3)n2)c1=O,E-0014907,1.7
O=C(Cn1cccc(Nc2cccc(-c3cccnc3)n2)c1=O)N1CCC(F)(F)CC1,E-0014908,2.8
O=C(Cn1cccc(Nc2cccc(-c3cccnc3)n2)c1=O)N1CC(F)(F)C1,E-0014909,2.3
Fc1cccc(-c2ccnc(Nc3ccc(CCN4CC(F)(F)C4)nc3)n2)c1,E-0014910,3.7
CC(=O)NCc1cccc(Nc2cccc(-c3cccnc3)n2)n1,E-0014911,2.3
c1cc2ccc(-c3ccc(OCCN4CC5(COC5)C4)cc3)cc2cn1,E-0014912,2.8
CC1(C)CN(CCOc2ccc(-c3ccc4ccncc4c3)cc2)CCO1,E-0014913,4.1
CC1(C)COCCN1CCOc1ccc(-c2ccc3ccncc3c2)cc1,E-0014914,4.1
Cn1ncc2cc(-c3ccc(OCCN4CCOCC4)cc3)ccc21,E-0014915,3.2
Cn1cc2cc(-c3ccc(OCCN4CCOCC4)cc3)ccc2n1,E-0014916,2.8
Cn1cc2ccc(-c3ccc(OCCN4CCOCC4)cc3)cc2n1,E-0014917,2.8
Cn1cnc2cc(-c3ccc(OCCN4CCOCC4)cc3)ccc21,E-0014918,2.6
Cn1cnc2ccc(-c3ccc(OCCN4CCOCC4)cc3)cc21,E-0014919,2.5
c1cc(-c2ccn3cncc3c2)ccc1OCCN1CCOCC1,E-0014920,2.7
Cn1ncc2ccc(-c3ccc(OCCN4CCOCC4)cc3)cc21,E-0014921,3.2
Cc1c(N)c(-c2ccc(OCCN3CCOCC3)cc2)cc2cnccc12,E-0014922,2.8
Fc1cc(-c2ccc3ccncc3c2)c(F)cc1OCCN1CCOCC1,E-0014923,3.7
Fc1cc(CN2CCOCC2)ccc1Nc1nccc(-c2ccnnc2)n1,E-0014924,1.8
Cc1cc(CN2CCOCC2)ccc1Nc1nccc(-c2ccnnc2)n1,E-0014925,1.4
COc1cc(CN2CCOCC2)ccc1Nc1nccc(-c2ccnnc2)n1,E-0014926,1.9
Cc1cc(Nc2nccc(-c3ccnnc3)n2)ccc1CN1CCOCC1,E-0014927,2.2
COc1cc(Nc2nccc(-c3ccnnc3)n2)ccc1CN1CCOCC1,E-0014928,1.7
COc1cc(-c2ccc3ccncc3c2)ccc1OCCN1CCOCC1,E-0014929,3.0
Cc1cc(OCCN2CCOCC2)ccc1-c1ccc2ccncc2c1,E-0014930,3.7
O=C(c1n[nH]c2cncnc12)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0014931,2.5
O=C(c1n[nH]c2nc(-c3ccccc3)ncc12)N1CCC(Oc2cncc(Cl)c2)CC1,E-0014932,4.6
Clc1ccc(N2CCN(Cc3n[nH]cc3-c3ccc4ncsc4n3)CC2)nc1,E-0014933,3.5
Clc1ccc(N2CCN(Cc3n[nH]cc3-c3ccc4ncsc4n3)CC2)cc1,E-0014934,3.7
Cc1[nH]nc(C(=O)N2CCC(OC3CCN(C4CC4)CC3)CC2)c1C#Cc1ncccn1,E-0014935,1.2
O=C(c1cc(C#Cc2cncs2)n[nH]1)N1CCC(OC2CCN(C3CC3)CC2)CC1,E-0014936,2.3
Clc1cncc(OC2CCN(Cc3n[nH]c4cccnc34)C3(CC3)C2)c1,E-0014937,3.0
Cc1ccc2[nH]nc(C(=O)N3CCC(Oc4cncc(Cl)c4)CC3)c2n1,E-0014938,2.3
COc1cncc(OC2CCN(C(=O)c3cc(-c4cc5ncn(C)c5cc4OC)n[nH]3)CC2)c1,E-0014940,2.5
COc1cc2c(cc1-c1cc(C(=O)N3CCC(Oc4cncc(Cl)c4)CC3)[nH]n1)ncn2C,E-0014941,3.1
COc1cncc(OC2CCN(C(=O)c3cc(-c4ccn5cncc5c4)n[nH]3)CC2)c1,E-0014942,2.8
O=C(c1cccc2[nH]cnc12)N1CCC(Oc2cncc(C(F)(F)F)c2)CC1,E-0014944,2.5
O=C(c1cccc2[nH]c(C3CC3)nc12)N1CCC(Oc2cncc(C(F)(F)F)c2)CC1,E-0014945,3.3
COc1cccc2c(C(=O)N3CCC(Oc4cncc(Cl)c4)CC3)n[nH]c12,E-0014946,3.5
O=C(c1cc(-c2ccccc2O)n[nH]1)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0014947,4.4
Cc1cc(C#N)cc2c3cc(OCCN4CCC(F)(F)CC4)ccc3n(C)c12,E-0014951,4.9
CNCCc1cccc(Nc2cccc(-c3cccnc3)n2)n1,E-0014952,0.4
O=C(Cn1cccc(Nc2cccc(-c3cccnc3)n2)c1=O)N1CCNCC1,E-0014953,0.5
NC(=O)Cc1cccc(Nc2nccc(-c3cnccn3)n2)n1,E-0014954,1.3
CNC(=O)Cc1cccc(Nc2nccc(-c3cnccn3)n2)n1,E-0014955,1.6
O=C(NCc1cccc(Nc2cccc(-c3cccnc3)n2)n1)C1CCC1,E-0014956,3.3
O=c1cc(Nc2cccc(-c3cccc(F)c3)n2)ccn1CCN1CC(F)(F)C1,E-0014957,3.5
c1cc2ccc(-c3ccc(OCCC4OCCCO4)cc3)cc2cn1,E-0014958,4.0
CS(=O)(=O)Nc1cccc(Nc2cccc(-c3cccnc3)n2)n1,E-0014959,2.1
c1cc(OCCN2CCCCC2)cc(-c2cc(-c3ccncc3)ccn2)c1,E-0014960,2.4
Cc1cc(-c2ccncc2)cc(-c2cccc(OCCN3CCCCC3)c2)c1N,E-0014961,3.1
c1cc2ccc(-c3ccc(OCCN4C5CCC4COC5)cc3)cc2cn1,E-0014962,3.6
C[C@H]1CN(CCOc2ccc(-c3ccc4ccncc4c3)cc2)CCO1,E-0014963,3.7
C[C@@H]1CN(CCOc2ccc(-c3ccc4ccncc4c3)cc2)CCO1,E-0014964,3.8
c1cc(-c2ccc3cncn3c2)ccc1OCCN1CCOCC1,E-0014965,2.7
c1cc(-c2ccc3sncc3c2)ccc1OCCN1CCOCC1,E-0014966,3.5
Fc1cc(-c2ccc3ccncc3c2)ccc1OCCN1CCOCC1,E-0014967,3.4
Fc1c(OCCN2CCOCC2)ccc(-c2ccc3ccncc3c2)c1F,E-0014968,3.8
